,STT,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Viện Quản lý,Học phần điều kiện,Tên tiếng anh,Trọng số,Mục tiêu,Nội dung
988,988,CH4214,Lò công nghiệp silicat,3(3-1-0-6),3,4,KCNHH,CH3412,Furnaces in Silicate Industry,0.7,"* Trang bị cho sinh viên kiến thức về: Những định luật cơ bản về khí, về thông gió trong lò, phương phát tính toán các thiết bị thông gió trong lò; các tính năng cơ bản của nhiên liệu, tính toán qua trình cháy của nhiên liệu, các thiết bị đốt nhiên liệu, các định luật cơ bản về truyền nhiệt, trao đổi nhiệt trong lò, nung nóng và làm nguội nhằm nâng cao hiệu quả nhiệt cho lò; các phương pháp tận dụng nhiệt của khói lò phục vụ cho sản xuất. 
  * Trang bị cho sinh viên khả năng nghiên cứu quá trình sấy vật liệu Silicat, cấu tạo và nguyên tắc tính toán. Nắm vững nguyên tắc làm việc, cấu tạo của các lò nung gốm sứ, vật liệu chịu lửa; nguyên tắc làm việc, cấu tạo của các loại lò nấu thuỷ tinh; nguyên tắc làm việc, cấu tạo của những lò nung clanhke ximăng hiện đại.","* Những định luật cơ bản của chất lưu. 
  * Các tính năng cơ bản của nhiên liệu, tính toán quá trình cháy của nhiên liệu, các thiết bị đốt nhiên liệu.   

  * Các định luật cơ bản về truyền nhiệt, trao đổi nhiệt trong lò, nung nóng và làm nguội nhằm nâng cao hiệu quả nhiệt cho lò; các phương pháp tận dụng nhiệt của khói lò phục vụ cho sản xuất.   

  * Nghiên cứu kỹ quá trình sấy vật liệu Silicat. Cấu tạo và nguyên tắc tính toán, nguyên tắc làm việc của các lò nung chính trong ngành sản xuất vật liệu vô cơ silicát."
989,989,CH4215,Thiết bị Silicat 2,3(3-1-0-6),3,4,KCNHH, ,Silicate Processing Equipments 2,0.7,"Nắm vững lý thuyết các quá trình gia công cơ học trong công nghiệp vật liệu
silicát. Nguyên lý cấu tạo, đặc trưng kỹ thuật và phạm vi sử dụng của tất cả
các thiết bị trong các nhà máy silicát: xi măng, gốm sứ, vật liệu chịu lửa và
thuỷ tinh.","Cơ sở lý thuyết, nguyên lý cấu tạo và hoạt động của các thiết bị công nghiệp
trong các nhà máy sản xuất vật liệu silicat: xi măng, gốm sứ, thủy tinh, vật
liệu chịu lửa."
990,990,CH4216,Công nghệ silicát 1,2(2-1-0-4),2,3,KCNHH,CH4210,Silicate Technology 1,0.7,"Trang bị cho sinh viên sự hiểu biết về quy trình công nghệ trong công nghiệp
sản xuất gốm sứ, thủy tinh.","* Giới thiệu một số vấn đề cơ bản trong công nghệ gốm sứ; 
  * Giới thiệu một số vấn đề cơ bản trong công nghệ thủy tinh.   

  * Thí nghiệm nhập môn."
991,991,CH4217,Kỹ thuật vật liệu Silicat 1,3(3-1-0-6),3,4,KCNHH, ,Silicate Materials Engineering I,0.7,"Nhằm giúp cho sinh viên nắm vững các khâu trong công nghệ sản xuất xi măng,
gốm sứ, thủy tinh, vật liệu chịu lửa. Trên cơ sở đó sinh viên có những ý tưởng
tốt để nâng cao chất lượng sản phẩm và tìm tòi sản phẩm mới cũng như cải tiến
công nghệ.","Hóa học và công nghệ sản xuất các vật liệu silicat: xi măng, gốm sứ, thủy
tinh, vật liệu chịu lửa."
992,992,CH4218,Công nghệ silicát 2,2(2-1-0-4),2,3,KCNHH,CH4210,Silicate Technology 2,0.7,"Trang bị cho sinh viên sự hiểu biết về quy trình công nghệ trong công nghiệp
sản xuất xi măng, vật liệu chịu lửa.","* Giới thiệu một số vấn đề cơ bản trong công nghệ xi măng; 
  * Giới thiệu một số vấn đề cơ bản trong công nghệ vật liệu chịu lửa.   

  * Thí nghiệm nhập môn."
993,993,CH4219,Kỹ thuật vật liệu Silicat 2,3(3-1-0-6),3,4,KCNHH, ,Silicate Materials Engineering 2,0.7,"Nhằm giúp cho sinh viên nắm vững các khâu trong công nghệ sản xuất xi măng,
gốm sứ, thủy tinh, vật liệu chịu lửa. Trên cơ sở đó sinh viên có những ý tưởng
tốt để nâng cao chất lượng sản phẩm và tìm tòi sản phẩm mới cũng như cải tiến
công nghệ.","Hóa học và công nghệ sản xuất các vật liệu silicat: xi măng, gốm sứ, thủy
tinh, vật liệu chịu lửa."
994,994,CH4220,Hóa lý silicat II,2(2-0-1-4),2,3.5,KCNHH,CH4209,Physical Chemistry of the Silicates II,0.7,,
995,995,CH4231,Công nghệ điện hóa,3(3-1-0-6),3,4,KCNHH, ,Electrochemistry - Theory and Practice,0.7,,
996,996,CH4240,Thực tập nhận thức,3(0-0-6-12),3,6,KCNHH, ,Introductory Practicum,0.75,,
997,997,CH4241,Điện hoá kỹ thuật,2(2-1-0-4),2,3,KCNHH, ,Technical Electrochemistry,0.7,,
998,998,CH4242,Nhiệt động kỹ thuật hóa học,2(2-1-0-4),2,3,KCNHH,CH3050,Chemical Engineering Thermodynamics,0.7,"Sử dụng được các kiến thức về nhiệt động kĩ thuật hóa học trong tính toán và
thiết kế các quá trình công nghiệp hóa học","Cung cấp cho sinh viên các kiến thức cơ bản về nhiệt động kĩ thuật hóa học.
Các tính chất nhiệt động chất tinh khiết. Định luật 1 nhiệt động học cho các
hệ kín, hệ thể tích khống chế và áp dụng. Định luật 2 nhiệt động học và chiều
quá trình. Phản ứng hóa hoc. Cân bằng hóa học và nhiệt động học dung dịch.
Nguyên lí và các tính toán năng lượng trong kĩ thuật hóa học"
999,999,CH4243,Xử lí nước,2(2-1-0-4),2,3,KCNHH, ,Water Treatment,0.7,,
1000,1000,CH4244,Giản đồ pha,2(2-1-0-4),2,3,KCNHH, ,Phase Diagram,0.7,,
1001,1001,CH4245,Công nghệ Nano,2(2-1-0-4),2,3,KCNHH, ,Nano Technology,0.7,,
1002,1002,CH4246,Hoá học chất rắn vô cơ,2(2-1-0-4),2,3,KCNHH, ,Chemistry of Inorganic Solids,0.7,,
1003,1003,CH4247,Thiết bị trong công nghệ các chất vô cơ,2(2-1-0-4),2,3,KCNHH,"CH3400,CH3410,CH3420,CH3430",Equipments for Inorganic Compounds Technology,0.7,,
1004,1004,CH4248,Động học và thiết bị phản ứng,2(2-1-0-4),2,3,KCNHH, ,Chemical Kinetics and Reaction Equipments,0.7,,
1005,1005,CH4249,Công nghệ xạ hiếm,2(2-1-0-4),2,3,KCNHH, ,Technology of Radioactive and Rare Elements,0.7,,
1006,1006,CH4250,Kỹ thuật tách và làm sạch,2(2-1-0-4),2,3,KCNHH, ,Separation and Purification,0.7,,
1007,1007,CH4251,Công nghệ muối khoáng,2(2-1-0-4),2,3,KCNHH, ,Mineral salt Technology,0.7,"Trang bị kiến thức cơ sở về giản đồ pha, quan hệ giữa các thành phần và điều
kiện hệ cân bằng, sự phụ thuộc giữa thành phần, tính chất và trạng thái của hệ
khảo sát, có khả năng áp dụng trong sản xuất các loại muối khoáng vô cơ phục
vụ đời sống và các ngành công nghiệp. Các kiến thức về công nghệ sản xuất muối
của natri, kali, magie, canxi và bari.","Cung cấp cho sinh viên các kiến thức về hệ muối-nước 2, 3,và 4 cấu tử, các
phương pháp tính toán cần thiết khi tiến hành kết tinh bằng các  
phương pháp khác nhau Hóa học và công nghệ sản xuất các muối của natri, kali,
magie, canxi và bari"
1008,1008,CH4252,Vật liệu vô cơ,3(3-1-0-6),3,4,KCNHH,"CH3000, CH3010, CH3020, CH3030, CH4248",Inorganic Materials,0.7,,
1009,1009,CH4253,Gốm kỹ thuật,2(2-1-0-4),2,3,KCNHH, ,Engineering Ceramics,0.7,,
1010,1010,CH4254,Thực tập kỹ thuật,2(0-0-4-8),2,4,KCNHH, ,Engineering Practicum,0.75,,
1011,1011,CH4255,Tự động hoá trong CN các chất vô cơ,2(2-1-0-4),2,3,KCNHH,"CH3400!, CH3410!, CH3420!, CH3430!, CH3450!",Automation in Inorganic Compounds Technology,0.7,,
1012,1012,CH4256,Ăn mòn và bảo vệ kim loại,2(2-1-0-4),2,3,KCNHH, ,Corrosion and Protection of Metals,0.7,,
1013,1013,CH4257,Chế biến khoáng sản,2(2-1-0-4),2,3,KCNHH, ,Mineral Processing,0.7,"Sinh viên có thể sử dụng các kiến thức đã học được trong việc nghiên cứu và
thực hành chế biến các khoáng sản quan trọng trong nước tạo ra các sản phẩm có
ích thúc đẩy sự phát triển của cộng đồng.","Cung cấp cho sinh viên các kiến thức cần thiết về hóa học và công nghệ chế
biến các khoáng sản vô cơ, đặc biệt là các khoáng sản quan trọng trong nước:
apatit, boxit, quặng sa khoáng, quặng sắt, barit, dolomit, secpentin, đá vôi,
cát và đất sét."
1014,1014,CH4258,Công nghệ phân bón,2(2-1-0-4),2,3,KCNHH, ,Fertilizer Technology,0.7,,
1015,1015,CH4259,Nhiệt động kỹ thuật hóa học,3(3-1-0-6),3,4,KCNHH, ,Chemical Engineering Thermodynamics,0.7,,
1016,1016,CH4260,Công nghệ các chất Nitơ,3(3-1-0-4),3,4,KCNHH,"CH3000, CH3010, CH3020, CH3030, CH3100, CH3110, CH3400, CH3410",Nitrogen compound Technology,0.7,,
1017,1017,CH4262,Công nghệ axit,2(2-1-0-4),2,3,KCNHH, ,Acid Technology,0.7,,
1018,1018,CH4263,Thiết kế nhà máy hóa chất,2(2-1-0-4),2,3,KCNHH, ,Chemical Plan Design,0.7,,
1019,1019,CH4264,Công nghệ sôđa và các chất kiềm,2(2-1-0-4),2,3,KCNHH, ,Soda and Sodium Hydroxide Technology,0.7,,
1020,1020,CH4265,Thí nghiệm chuyên ngành vô cơ-điện hóa,2(0-0-4-4),2,6,KCNHH, ,Inorganic and Electrochemistry Experiments,0.7,,
1021,1021,CH4266,TN chuyên ngành,2(0-0-4-4),2,6,KCNHH, ,Advanced Experiments,0.7,"Hình thành kỹ năng và kĩ xảo trong thực hành các kiến thức đã được trang bị về
hoá học và công nghệ thuộc lĩnh vực phân bón, hóa chất, chế biến khoáng sản và
vật liệu vô cơ.","Bao gồm các bài thí nghiệm liên quan đến sản xuất axit sunfuric, sô đa, sản
xuất KCl từ Sinvinit, sản xuất supephotphat, axit photphoric, than hoạt tính,
vật liệu đóng rắn không nung từ tro bay, làm mềm nước, chất màu TiO2 từ
ilmenit."
1022,1022,CH4268,Đồ án môn học chuyên ngành,2(1-2-0-6),2,4,KCNHH, ,Senior Project,0.75,,
1023,1023,CH4270,Giản đồ pha,2(2-1-0-4),2,3,KCNHH, ,Phase Diagram,0.7,,
1024,1024,CH4272,Kỹ thuật tách và làm sạch,2(2-1-0-4),2,3,KCNHH, ,Separation and Purification,0.7,"Nắm được đặc điểm, cơ sở hoá lý và các tính toán kỹ thuật liên quan của một số
quá trình tách điển hình trong sản xuất chất sạch.","Cung cấp cho sinh viên các kiến thức chung về quá trình tách, các phương pháp
tách như kết tinh, kết tủa, chiết lỏng – lỏng, hấp phụ, trao đổi ion, vận
chuyển hoá học, sử dụng trong công nghệ tách phân chia các nguyên tố đất hiếm,
thu hồi uran, tách các kim loại quí từ quặng, làm mềm nước, xử lí ô nhiễm chất
khí và nguồn nước."
1025,1025,CH4274,Động học và thiết bị phản ứng,2(2-1-0-4),2,3,KCNHH,CH3060,Chemical Kinetics and Reaction Equipments,0.7,"Sau khi học sinh học xong phần lý thuyết và làm bài tập có thể chủ động nghiên
cứu, thiết kế: điều kiện, thiết bị phản ứng, tổ hợp và điều khiển thiết bị
nhằm thực hiện các phản ứng trong công nghiệp.","Trang bị cho sinh viên kiến thức và khẳ năng áp dụng những lý thuyết khoa học
kỹ thuật dành cho ngành hoá học, nhằm hiểu sâu nguyên lý các quá trình phản
ứng hoá học trong công nghệ hoá vô cơ, có khả năng nghiên cứu, thiết kế : điều
kiện, thiết bị phản ứng, tổ hợp và điều khiển thiết bị nhằm thực hiện các phản
ứng trong công nghiệp hoá học."
1026,1026,CH4276,Vật liệu vô cơ,2(2-1-0-4),2,3,KCNHH,CH3120,Inorganic Materials,0.7,"Hiểu và áp dụng được các kiến thức được trang bị trong nghiên cứu và thực hành
sản xuất các vật liệu vô cơ quan trọng dùng trong kĩ thuật và dân dụng","Cung cấp cho sinh viên các kiến thức về hóa học và công nghệ trong sản xuất
vật liệu vô cơ đặc biệt đi từ các nguồn nguyên liệu sẳn có trong nước. Vật
liệu hấp phụ, chất màu vô cơ, chất độn, vật liệu nano, chất kết dính, polime
vô cơ, ceramic, vật liệu xúc tác, vật liệu quang - điện - từ."
1027,1027,CH4278,Hóa vô cơ công nghiệp,2(2-1-0-4),2,3,KCNHH, ,Industrial Inorganic Chemistry,0.7,"Trang bị cho sinh viên các kiến thức về hóa học và công nghệ sản xuất các hóa
chất vô cơ cơ bản và phân bón chứa photpho, nitơ và kali.","* Nắm vững và vận dụng được các kiến thức về hóa học và công nghệ sản xuất các hóa chất vô vơ cơ bản và phân bón chứa photpho, nitơ và kali. 
  * Các kiến thức cần thiết về sản xuất nước sạch, hóa học và công nghệ sản xuất hydro, hydro peoxit, các hợp chất của nitơ, photpho, lưu huỳnh, halogen và các phân bón chứa nitơ, photpho và kali."
1028,1028,CH4280,Đồ án chuyên ngành,1(0-0-2-2),1,2,KCNHH, ,Senior Project,0.7,"Hình thành kỹ năng nghiên cứu và thiết kế các vấn đề công nghệ thuộc lĩnh vực
phân bón, hóa chất và vật liệu vô cơ.","Sinh viên sẽ tiến hành các đồ án liên quan đến học thuật và công nghệ các chất
vô cơ đã được trang bị."
1029,1029,CH4300,Hóa học chất rắn,3(3-1-0.5-6),3,5,KCNHH,"CH3000, CH3010, CH3020, CH3030",Chemistry of Solids,0.75,,
1030,1030,CH4301,Hóa học tính toán,2(2-1-0-4),2,3,KCNHH,"MI1010, MI1020, MI1030, MI2010, CH3000,CH3010, CH3020 ,CH3030",Computational Chemistry,0.7,,
1031,1031,CH4302,"Nhiệt động thống kê, không CB",2(2-1-0-4),2,3,KCNHH,"CH3010, CH3020",Statistical Thermodynamics and None-equilibrium Processes,0.75,,
1032,1032,CH4303,Chuyên đề 1 (Xúc tác phức và ứng dụng),2(2-1-0.5-4),2,4,KCNHH,"CH3000, CH3010, CH3020, CH3030",Special Topics 1 (Catalysis by complexes and applications),0.75,,
1033,1033,CH4304,Hóa lý các hiện tượng bề mặt,2(2-1-0.5-4),2,4,KCNHH,"CH3000, CH3010, CH3020, CH3030",Surface Physical Chemistry and Colloids,0.75,,
1034,1034,CH4305,Chuyên đề 2 (Các phản ứng xúc tác trong công nghệ mới và bảo vệ môi trường),2(2-1-0.5-4),2,4,KCNHH,"CH3000, CH3010, CH3020, CH3030",Special Topics 2 (Catalytic reactions in new Technology and protection of environment),0.75,,
1035,1035,CH4306,Các phương pháp vật lý & hóa lý nghiên cứu cấu tạo chất,3(3-1-0-6),3,4,KCNHH,"CH3000, CH3010, CH3020, CH3030",Physical and Physico-chemical Methods for Studying Structure of Matters,0.75,,
1036,1036,CH4307,Chuyên đề 3 (Động học các quá trình điện cực),2(2-1-0.5-4),2,4,KCNHH, ,Special Topics 3 (Kinetics in electrode processes),0.75,,
1037,1037,CH4308,Kỹ thuật xúc tác,3(3-1-0.5-6),3,5,KCNHH,"CH3000, CH3010, CH3020, CH3030",Catalytic Engineering,0.75,,
1038,1038,CH4309,Kỹ thuật xử lý nước thải,2(2-1-0-4),2,3,KCNHH,"CH3020, CH3030, CH3410, CH3430",Waste Water Treatment,0.75,,
1039,1039,CH4310,Hóa học các hợp chất phức,2(2-1-0.5-4),2,4,KCNHH, ,Chemistry of Complexes,0.75,,
1040,1040,CH4311,Hóa học và công nghệ các chất hoạt động bề mặt,2(2-0-0-4),2,2,KCNHH,"CH3030, CH3200, CH3210, CH4304",Chemistry and Technology of Surfactants,0.8,,
1041,1041,CH4312,Các phương pháp phân tích và tổng hợp hữu cơ,2(2-1-0.5-4),2,4,KCNHH,"CH3200,CH3210",Analytical and Synthesis Methods in Organic Chemistry,0.75,,
1042,1042,CH4313,Hóa học vật liệu tiên tiến,2(2-1-0-4),2,3,KCNHH, ,Chemistry of Advanced Materials,0.75,"Cung cấp cho sinh viên những khái niệm và nền tảng cơ bản và hiện đại về hóa
học các vật liệu tiên tiến, từ đó học viên có khả năng tự nghiên cứu, triển
khai, ứng dụng khi có yêu cầu giải quyết một vấn đề trong lĩnh vực công nghệ
vật liệu mới.","* Giới thiệu các phương pháp truyền thống tổng hợp vật liệu, các phương pháp vật lý và đặc biệt giớii thiệu các phương pháp hóa học trong tổng hợp vật liệu tiên tiến cho phép điều khiển một số tính chất của vật liệu; 
  * Giới thiệu một số hướng phát triển chính của công nghệ tổng hợp vật liệu tiên tiến; Giới thiệu một số họ vật liệu tiên tiến điển hình và các ứng dụng;   

  * Giới thiệu các phương pháp đặc trưng vật liệu, đặc biệt chú trọng tới các nhóm phương pháp hóa – lý đặc trưng vật liệu tiên tiến, vật liệu có cấu trúc nano."
1043,1043,CH4314,Điện hóa lý thuyết,3(3-0-1-6),3,4.5,KCNHH, ,Theoretical Electrochemistry,0.8,,
1044,1044,CH4316,Thiết bị phản ứng,3(3-0-0-6),3,3,KCNHH,"CH3010, CH3020, CH3030",Reactors,0.75,,
1045,1045,CH4318,Đồ án chuyên ngành,2(1-1-1-4),2,4,KCNHH, ,Senior Project,0.75,,
1046,1046,CH4320,Thực tập nhận thức,3(0-0-6-12),3,6,KCNHH, ,Introductory Practicum,0.75,,
1047,1047,CH4322,Thực tập kỹ thuật,2(0-0-4-8),2,4,KCNHH, ,Engineering Practicum,0.75,,
1048,1048,CH4324,Đồ án chuyên ngành,3(0-0-6-6),3,6,KCNHH, ,Senior Project,0.7,"Sinh viên sẽ hoàn thành một trong các đề cương chuyên ngành. Hệ thống hóa và
tổng hợp kiến thức của các môn khoa học cơ bản và các môn kỹ thuật cơ sở và cơ
sở chuyên ngành để ứng dụng giải quyết các vấn đề liên quan đến các quá trình
hóa lý trong công nghệ hóa học.","Hệ thống hóa và tổng hợp các tài liệu tham khảo.Tiến hành thí nghiệm và tính
toán các vấn đề như xử lý nước, tổng hợp vật liệu, nghiên cứu xúc tác, chống
ăn mòn và bảo vệ kim loại… theo yêu cầu đề cương."
